id,IP,account,group,id,port,ret,switchIP,time,url,vlan
1003702,192.168.21.233,xiaojiawei@qq.com,大一,3703,48337,0.0834,192.168.123.98,2023/04/21 16:16,https://www.13.com,700
1003703,192.168.242.72,xiaojiawei@qq.com,大二,3704,61649,0.1749,192.168.188.137,2023/04/21 18:35,https://www.54.net,700
1003704,192.168.56.160,xiaojiawei@qq.com,大一,3705,29248,0.1146,192.168.176.79,2023/04/21 18:48,https://www.24.org,700
1003705,192.168.36.89,xiaojiawei@qq.com,大四,3706,26032,0.5469,192.168.126.184,2023/04/21 18:21,https://www.49.net,700
1003706,192.168.40.112,xiaojiawei@qq.com,大四,3707,55464,0.9826,192.168.28.164,2023/04/21 17:00,http://www.66.com,700
1003707,192.168.195.96,xiaojiawei@qq.com,大一,3708,15683,0.5743,192.168.127.1,2023/04/21 16:40,http://94.cn,700
1003708,192.168.64.110,xiaojiawei@qq.com,大二,3709,13350,0.9115,192.168.245.79,2023/04/21 17:29,https://www.64.cn,700
1003709,192.168.108.139,xiaojiawei@qq.com,大一,3710,14350,0.8809,192.168.123.11,2023/04/21 18:59,http://www.16.cn,700
1003710,192.168.106.83,xiaojiawei@qq.com,大一,3711,27587,0.3715,192.168.212.170,2023/04/21 16:59,https://www.96.com,700
1003711,192.168.86.6,xiaojiawei@qq.com,大三,3712,31791,0.0292,192.168.201.53,2023/04/21 17:08,http://49.org,700
1003712,192.168.35.184,xiaojiawei@qq.com,大四,3713,65129,0.2229,192.168.235.121,2023/04/21 16:25,https://28.com,700
1003713,192.168.131.33,xiaojiawei@qq.com,大一,3714,50943,0.9415,192.168.143.179,2023/04/21 17:10,http://1.com,700
1003714,192.168.44.166,xiaojiawei@qq.com,大一,3715,58725,0.5111,192.168.255.92,2023/04/21 18:24,https://www.19.cn,700
1003715,192.168.224.214,xiaojiawei@qq.com,大三,3716,26556,0.9862,192.168.5.163,2023/04/21 17:54,https://92.cn,700
1003716,192.168.244.131,xiaojiawei@qq.com,大一,3717,36336,0.6773,192.168.235.151,2023/04/21 16:33,https://32.com,700
1003717,192.168.76.34,xiaojiawei@qq.com,大三,3718,19358,0.8633,192.168.121.104,2023/04/21 17:35,https://72.com,700
1003718,192.168.94.124,xiaojiawei@qq.com,大一,3719,32608,0.6826,192.168.7.48,2023/04/21 16:39,https://41.net,700
1003719,192.168.248.99,xiaojiawei@qq.com,大一,3720,26778,0.8616,192.168.130.28,2023/04/21 16:53,https://81.cn,700
1003720,192.168.2.130,xiaojiawei@qq.com,大一,3721,19886,0.0586,192.168.183.61,2023/04/21 18:30,http://www.48.org,700
1003721,192.168.17.233,xiaojiawei@qq.com,大二,3722,11712,0.5939,192.168.10.71,2023/04/21 17:34,http://61.com,700
1003722,192.168.156.87,xiaojiawei@qq.com,大四,3723,12010,0.8853,192.168.132.165,2023/04/21 18:27,https://www.13.org,700
1003723,192.168.148.134,xiaojiawei@qq.com,大三,3724,14386,0.0916,192.168.182.84,2023/04/21 16:42,http://www.37.org,700
1003724,192.168.55.228,xiaojiawei@qq.com,大一,3725,25426,0.5447,192.168.51.54,2023/04/21 16:29,https://27.net,700
1003725,192.168.244.138,xiaojiawei@qq.com,大三,3726,50630,0.9457,192.168.20.2,2023/04/21 16:15,http://11.org,700
1003726,192.168.206.158,xiaojiawei@qq.com,大二,3727,36424,0.7408,192.168.0.205,2023/04/21 17:44,http://30.cn,700
1003727,192.168.59.95,xiaojiawei@qq.com,大三,3728,21290,0.6875,192.168.141.36,2023/04/21 16:16,https://36.org,700
1003728,192.168.100.15,xiaojiawei@qq.com,大二,3729,59097,0.6631,192.168.5.123,2023/04/21 17:52,https://65.cn,700
1003729,192.168.97.7,xiaojiawei@qq.com,大三,3730,34180,0.4505,192.168.168.193,2023/04/21 16:32,http://www.44.cn,700
1003730,192.168.114.102,xiaojiawei@qq.com,大四,3731,50001,0.4564,192.168.18.214,2023/04/21 18:16,https://47.com,700
1003731,192.168.92.180,xiaojiawei@qq.com,大四,3732,13807,0.9248,192.168.157.6,2023/04/21 16:12,http://www.22.org,700
1003732,192.168.27.143,xiaojiawei@qq.com,大三,3733,36276,0.6444,192.168.198.99,2023/04/21 18:18,http://14.net,700
1003733,192.168.130.63,xiaojiawei@qq.com,大四,3734,61955,0.9636,192.168.180.184,2023/04/21 17:19,http://www.63.org,700
1003734,192.168.35.89,xiaojiawei@qq.com,大三,3735,15345,0.5131,192.168.18.241,2023/04/21 16:19,https://www.41.cn,700
1003735,192.168.14.42,xiaojiawei@qq.com,大二,3736,50655,0.6135,192.168.79.158,2023/04/21 17:41,http://21.net,700
1003736,192.168.97.41,xiaojiawei@qq.com,大三,3737,49801,0.741,192.168.192.134,2023/04/21 17:41,http://www.68.org,700
1003737,192.168.135.218,xiaojiawei@qq.com,大二,3738,24263,0.8317,192.168.146.94,2023/04/21 17:27,http://www.91.org,700
1003738,192.168.63.236,xiaojiawei@qq.com,大四,3739,56964,0.1709,192.168.168.201,2023/04/21 18:13,http://29.net,700
1003739,192.168.175.188,xiaojiawei@qq.com,大一,3740,26673,0.3648,192.168.89.218,2023/04/21 18:14,http://www.13.com,700
1003740,192.168.122.157,xiaojiawei@qq.com,大四,3741,24359,0.8658,192.168.81.194,2023/04/21 18:49,http://39.com,700
1003741,192.168.154.34,xiaojiawei@qq.com,大二,3742,12700,0.1373,192.168.182.163,2023/04/21 17:29,http://www.70.net,700
1003742,192.168.116.249,xiaojiawei@qq.com,大四,3743,58006,0.5545,192.168.153.152,2023/04/21 18:53,https://www.79.com,700
1003743,192.168.159.20,xiaojiawei@qq.com,大三,3744,12180,0.0091,192.168.164.95,2023/04/21 16:44,http://33.cn,700
1003744,192.168.52.115,xiaojiawei@qq.com,大二,3745,26213,0.7861,192.168.13.126,2023/04/21 18:25,https://100.com,700
1003745,192.168.120.221,xiaojiawei@qq.com,大二,3746,36887,0.9611,192.168.145.224,2023/04/21 18:16,https://13.org,700
1003746,192.168.241.172,xiaojiawei@qq.com,大四,3747,33141,0.082,192.168.33.76,2023/04/21 16:00,https://www.6.org,700
1003747,192.168.44.62,xiaojiawei@qq.com,大四,3748,58867,0.652,192.168.206.118,2023/04/21 16:58,http://99.org,700
1003748,192.168.219.11,xiaojiawei@qq.com,大一,3749,21888,0.2313,192.168.73.177,2023/04/21 17:47,http://www.47.org,700
1003749,192.168.165.42,xiaojiawei@qq.com,大二,3750,13984,0.5274,192.168.48.51,2023/04/21 18:38,https://41.net,700
1003750,192.168.29.52,xiaojiawei@qq.com,大二,3751,61717,0.2867,192.168.150.103,2023/04/21 18:44,http://17.com,700
1003751,192.168.199.54,xiaojiawei@qq.com,大二,3752,20582,0.1377,192.168.44.81,2023/04/21 16:44,http://40.org,700
1003752,192.168.226.241,xiaojiawei@qq.com,大一,3753,44306,0.1897,192.168.224.9,2023/04/21 17:46,http://32.com,700
1003753,192.168.89.187,xiaojiawei@qq.com,大一,3754,50092,0.0841,192.168.141.171,2023/04/21 17:51,https://www.59.cn,700
1003754,192.168.139.28,xiaojiawei@qq.com,大二,3755,33971,0.7953,192.168.102.217,2023/04/21 18:05,https://77.cn,700
1003755,192.168.232.133,xiaojiawei@qq.com,大一,3756,33640,0.2053,192.168.172.242,2023/04/21 18:54,https://www.54.net,700
1003756,192.168.227.163,xiaojiawei@qq.com,大三,3757,14886,0.9513,192.168.92.211,2023/04/21 17:56,https://www.47.com,700
1003757,192.168.215.180,xiaojiawei@qq.com,大二,3758,23564,0.165,192.168.168.252,2023/04/21 17:39,http://www.94.org,700
1003758,192.168.128.62,xiaojiawei@qq.com,大四,3759,20909,0.6483,192.168.92.128,2023/04/21 17:47,http://37.com,700
1003759,192.168.186.235,xiaojiawei@qq.com,大二,3760,54640,0.3879,192.168.99.77,2023/04/21 17:24,http://www.64.cn,700
1003760,192.168.238.99,xiaojiawei@qq.com,大三,3761,20251,0.251,192.168.47.130,2023/04/21 18:06,https://12.org,700
1003761,192.168.230.209,xiaojiawei@qq.com,大四,3762,24587,0.0168,192.168.126.11,2023/04/21 16:56,https://90.cn,700
1003762,192.168.199.255,xiaojiawei@qq.com,大四,3763,61612,0.944,192.168.153.253,2023/04/21 17:13,http://www.14.cn,700
1003763,192.168.210.2,xiaojiawei@qq.com,大一,3764,45325,0.9783,192.168.171.166,2023/04/21 16:00,https://21.cn,700
1003764,192.168.180.173,xiaojiawei@qq.com,大一,3765,10715,0.2768,192.168.195.120,2023/04/21 16:19,http://42.com,700
1003765,192.168.52.179,xiaojiawei@qq.com,大三,3766,20036,0.7303,192.168.182.46,2023/04/21 18:19,https://www.22.com,700
1003766,192.168.28.129,xiaojiawei@qq.com,大三,3767,43321,0.8797,192.168.172.183,2023/04/21 18:43,http://10.net,700
1003767,192.168.127.0,xiaojiawei@qq.com,大一,3768,25128,0.7483,192.168.211.11,2023/04/21 18:00,https://www.67.net,700
1003768,192.168.125.76,xiaojiawei@qq.com,大二,3769,13726,0.1979,192.168.105.171,2023/04/21 18:35,http://47.cn,700
1003769,192.168.7.185,xiaojiawei@qq.com,大二,3770,14779,0.0249,192.168.84.13,2023/04/21 16:25,https://www.54.com,700
1003770,192.168.201.133,xiaojiawei@qq.com,大三,3771,41559,0.1582,192.168.166.45,2023/04/21 16:19,http://52.net,700
1003771,192.168.242.14,xiaojiawei@qq.com,大二,3772,53662,0.4679,192.168.198.88,2023/04/21 18:46,http://www.32.cn,700
1003772,192.168.245.162,xiaojiawei@qq.com,大三,3773,25193,0.8105,192.168.210.181,2023/04/21 18:35,http://53.cn,700
1003773,192.168.221.192,xiaojiawei@qq.com,大二,3774,26049,0.1878,192.168.31.239,2023/04/21 17:24,https://95.org,700
1003774,192.168.118.149,xiaojiawei@qq.com,大三,3775,12559,0.7248,192.168.6.200,2023/04/21 18:44,http://74.net,700
1003775,192.168.152.217,xiaojiawei@qq.com,大一,3776,16902,0.6606,192.168.240.229,2023/04/21 18:13,https://www.25.net,700
1003776,192.168.100.245,xiaojiawei@qq.com,大四,3777,20386,0.5328,192.168.110.76,2023/04/21 16:52,https://37.cn,700
1003777,192.168.245.49,xiaojiawei@qq.com,大四,3778,63831,0.5569,192.168.194.161,2023/04/21 16:04,http://www.35.cn,700
1003778,192.168.230.150,xiaojiawei@qq.com,大一,3779,19895,0.5887,192.168.158.54,2023/04/21 17:21,http://42.com,700
1003779,192.168.218.116,xiaojiawei@qq.com,大一,3780,48266,0.703,192.168.244.175,2023/04/21 16:50,https://www.92.net,700
1003780,192.168.204.72,xiaojiawei@qq.com,大一,3781,43870,0.9511,192.168.88.124,2023/04/21 16:42,http://96.cn,700
1003781,192.168.126.78,xiaojiawei@qq.com,大三,3782,39428,0.4835,192.168.253.80,2023/04/21 16:24,http://www.22.net,700
1003782,192.168.175.43,xiaojiawei@qq.com,大四,3783,59513,0.4116,192.168.125.13,2023/04/21 16:43,http://79.net,700
1003783,192.168.14.22,xiaojiawei@qq.com,大四,3784,49686,0.7083,192.168.46.204,2023/04/21 18:01,http://88.com,700
1003784,192.168.68.73,xiaojiawei@qq.com,大三,3785,26152,0.8957,192.168.59.251,2023/04/21 18:53,http://16.org,700
1003785,192.168.149.125,xiaojiawei@qq.com,大三,3786,21676,0.8179,192.168.99.151,2023/04/21 18:48,https://47.com,700
1003786,192.168.224.78,xiaojiawei@qq.com,大一,3787,42072,0.1342,192.168.48.12,2023/04/21 16:55,https://www.19.org,700
1003787,192.168.106.36,xiaojiawei@qq.com,大三,3788,56107,0.7068,192.168.198.198,2023/04/21 16:30,https://40.com,700
1003788,192.168.5.69,xiaojiawei@qq.com,大二,3789,28869,0.6441,192.168.174.141,2023/04/21 16:05,https://89.org,700
1003789,192.168.177.78,xiaojiawei@qq.com,大二,3790,61737,0.8781,192.168.98.159,2023/04/21 18:19,http://www.93.net,700
1003790,192.168.147.25,xiaojiawei@qq.com,大一,3791,40484,0.4224,192.168.82.68,2023/04/21 16:36,https://17.net,700
1003791,192.168.102.139,xiaojiawei@qq.com,大三,3792,10439,0.8419,192.168.53.26,2023/04/21 16:53,https://71.com,700
1003792,192.168.192.158,xiaojiawei@qq.com,大三,3793,13309,0.9416,192.168.63.14,2023/04/21 18:52,http://www.32.cn,700
1003793,192.168.109.253,xiaojiawei@qq.com,大三,3794,46880,0.338,192.168.240.147,2023/04/21 18:10,https://www.75.com,700
1003794,192.168.80.62,xiaojiawei@qq.com,大一,3795,56966,0.5744,192.168.131.117,2023/04/21 18:54,http://54.com,700
1003795,192.168.85.94,xiaojiawei@qq.com,大三,3796,32369,0.4493,192.168.44.165,2023/04/21 16:44,http://18.net,700
1003796,192.168.96.25,xiaojiawei@qq.com,大四,3797,19225,0.5349,192.168.69.98,2023/04/21 18:01,http://87.org,700
1003797,192.168.223.97,xiaojiawei@qq.com,大三,3798,42681,0.0079,192.168.106.93,2023/04/21 17:59,http://www.32.net,700
1003798,192.168.214.92,xiaojiawei@qq.com,大二,3799,30589,0.0046,192.168.12.181,2023/04/21 16:56,http://www.87.net,700
1003799,192.168.174.63,xiaojiawei@qq.com,大二,3800,13293,0.7315,192.168.202.181,2023/04/21 16:52,http://21.net,700
1003800,192.168.33.169,xiaojiawei@qq.com,大二,3801,16188,0.2874,192.168.72.131,2023/04/21 16:34,https://www.84.net,700
1003801,192.168.97.95,xiaojiawei@qq.com,大二,3802,64884,0.6677,192.168.35.110,2023/04/21 18:18,https://www.9.com,700
1003802,192.168.25.42,xiaojiawei@qq.com,大一,3803,39473,0.6668,192.168.96.60,2023/04/21 17:25,http://www.66.com,700
1003803,192.168.198.254,xiaojiawei@qq.com,大三,3804,10874,0.0574,192.168.36.48,2023/04/21 18:52,https://www.74.net,700
1003804,192.168.107.40,xiaojiawei@qq.com,大三,3805,52545,0.8264,192.168.121.180,2023/04/21 16:33,https://www.27.net,700
1003805,192.168.41.170,xiaojiawei@qq.com,大一,3806,61089,0.0463,192.168.80.26,2023/04/21 17:47,https://60.cn,700
1003806,192.168.224.32,xiaojiawei@qq.com,大四,3807,13145,0.4232,192.168.19.32,2023/04/21 17:22,http://www.93.org,700
1003807,192.168.248.43,xiaojiawei@qq.com,大三,3808,14964,0.1286,192.168.219.92,2023/04/21 16:52,http://www.96.net,700
1003808,192.168.86.249,xiaojiawei@qq.com,大二,3809,31890,0.9289,192.168.252.208,2023/04/21 18:41,http://www.34.org,700
1003809,192.168.162.190,xiaojiawei@qq.com,大二,3810,46251,0.5621,192.168.206.3,2023/04/21 16:03,http://www.38.net,700
1003810,192.168.78.182,xiaojiawei@qq.com,大三,3811,50319,0.5328,192.168.186.112,2023/04/21 16:45,http://www.20.net,700
1003811,192.168.218.244,xiaojiawei@qq.com,大三,3812,23587,0.7057,192.168.104.7,2023/04/21 16:12,https://38.org,700
1003812,192.168.185.219,xiaojiawei@qq.com,大二,3813,42413,0.7021,192.168.111.200,2023/04/21 16:07,http://www.55.com,700
1003813,192.168.240.63,xiaojiawei@qq.com,大三,3814,25652,0.8231,192.168.223.150,2023/04/21 17:24,https://4.cn,700
1003814,192.168.181.96,xiaojiawei@qq.com,大一,3815,15687,0.457,192.168.96.82,2023/04/21 17:19,http://www.97.cn,700
1003815,192.168.136.8,xiaojiawei@qq.com,大一,3816,44775,0.7414,192.168.132.177,2023/04/21 17:30,https://4.com,700
1003816,192.168.89.191,xiaojiawei@qq.com,大三,3817,56427,0.3532,192.168.56.207,2023/04/21 18:32,http://www.80.org,700
1003817,192.168.9.243,xiaojiawei@qq.com,大四,3818,19071,0.1421,192.168.62.69,2023/04/21 18:31,http://46.org,700
1003818,192.168.17.77,xiaojiawei@qq.com,大一,3819,64834,0.7619,192.168.17.196,2023/04/21 18:10,http://70.com,700
1003819,192.168.222.196,xiaojiawei@qq.com,大二,3820,31508,0.2093,192.168.66.169,2023/04/21 17:42,https://www.9.com,700
1003820,192.168.51.128,xiaojiawei@qq.com,大一,3821,51035,0.8134,192.168.15.107,2023/04/21 16:42,http://13.net,700
1003821,192.168.178.211,xiaojiawei@qq.com,大一,3822,23776,0.1468,192.168.90.132,2023/04/21 17:09,https://www.15.cn,700
1003822,192.168.3.20,xiaojiawei@qq.com,大一,3823,52206,0.3936,192.168.244.56,2023/04/21 16:07,http://87.net,700
1003823,192.168.248.67,xiaojiawei@qq.com,大二,3824,45466,0.1881,192.168.161.78,2023/04/21 17:35,https://82.net,700
1003824,192.168.121.131,xiaojiawei@qq.com,大四,3825,45122,0.1625,192.168.0.43,2023/04/21 16:32,http://75.cn,700
1003825,192.168.128.137,xiaojiawei@qq.com,大一,3826,37327,0.6064,192.168.138.179,2023/04/21 17:19,http://www.92.com,700
1003826,192.168.167.190,xiaojiawei@qq.com,大三,3827,36852,0.2061,192.168.239.203,2023/04/21 17:06,https://52.net,700
1003827,192.168.185.181,xiaojiawei@qq.com,大四,3828,23204,0.9468,192.168.87.39,2023/04/21 16:00,https://www.57.cn,700
1003828,192.168.60.236,xiaojiawei@qq.com,大四,3829,23320,0.3272,192.168.186.160,2023/04/21 17:50,http://42.org,700
1003829,192.168.217.165,xiaojiawei@qq.com,大二,3830,25468,0.6748,192.168.113.47,2023/04/21 18:19,http://www.75.net,700
1003830,192.168.219.10,xiaojiawei@qq.com,大一,3831,39547,0.8927,192.168.93.139,2023/04/21 17:40,https://www.61.cn,700
1003831,192.168.10.215,xiaojiawei@qq.com,大二,3832,49029,0.3872,192.168.16.49,2023/04/21 17:23,https://www.98.net,700
1003832,192.168.171.81,xiaojiawei@qq.com,大二,3833,47384,0.06,192.168.177.184,2023/04/21 17:02,https://www.75.com,700
1003833,192.168.39.17,xiaojiawei@qq.com,大二,3834,51400,0.858,192.168.123.249,2023/04/21 17:29,https://40.com,700
1003834,192.168.53.251,xiaojiawei@qq.com,大二,3835,22694,0.1666,192.168.193.221,2023/04/21 16:21,http://50.org,700
1003835,192.168.198.33,xiaojiawei@qq.com,大四,3836,62613,0.5692,192.168.160.104,2023/04/21 18:36,https://52.cn,700
1003836,192.168.193.251,xiaojiawei@qq.com,大二,3837,42334,0.5192,192.168.99.98,2023/04/21 16:14,http://8.org,700
1003837,192.168.240.233,xiaojiawei@qq.com,大二,3838,49923,0.574,192.168.59.114,2023/04/21 17:21,http://www.61.com,700
1003838,192.168.225.174,xiaojiawei@qq.com,大二,3839,34143,0.6711,192.168.153.202,2023/04/21 16:08,https://www.28.cn,700
1003839,192.168.252.37,xiaojiawei@qq.com,大四,3840,31776,0.0517,192.168.94.21,2023/04/21 17:38,https://9.com,700
1003840,192.168.203.1,xiaojiawei@qq.com,大二,3841,49342,0.1935,192.168.31.197,2023/04/21 17:36,https://www.87.com,700
1003841,192.168.216.247,xiaojiawei@qq.com,大四,3842,36498,0.8943,192.168.57.197,2023/04/21 17:06,http://4.cn,700
1003842,192.168.239.197,xiaojiawei@qq.com,大二,3843,61606,0.9825,192.168.104.174,2023/04/21 18:41,https://www.73.com,700
1003843,192.168.8.19,xiaojiawei@qq.com,大四,3844,60715,0.6896,192.168.152.44,2023/04/21 18:02,https://www.31.com,700
1003844,192.168.134.198,xiaojiawei@qq.com,大四,3845,31321,0.2621,192.168.171.9,2023/04/21 18:34,https://75.net,700
1003845,192.168.228.80,xiaojiawei@qq.com,大二,3846,40716,0.9065,192.168.247.113,2023/04/21 16:47,https://www.45.net,700
1003846,192.168.46.139,xiaojiawei@qq.com,大四,3847,33502,0.1112,192.168.165.210,2023/04/21 18:10,http://28.cn,700
1003847,192.168.142.202,xiaojiawei@qq.com,大四,3848,45194,0.7091,192.168.229.125,2023/04/21 18:42,http://67.org,700
1003848,192.168.152.152,xiaojiawei@qq.com,大四,3849,60433,0.2179,192.168.199.46,2023/04/21 18:13,https://www.91.org,700
1003849,192.168.100.36,xiaojiawei@qq.com,大三,3850,57501,0.062,192.168.234.139,2023/04/21 17:10,https://www.99.cn,700
1003850,192.168.244.42,xiaojiawei@qq.com,大三,3851,17210,0.8073,192.168.146.74,2023/04/21 17:14,https://www.32.org,700
1003851,192.168.44.142,xiaojiawei@qq.com,大四,3852,18004,0.0377,192.168.71.207,2023/04/21 16:34,https://www.92.org,700
1003852,192.168.200.28,xiaojiawei@qq.com,大一,3853,12213,0.2366,192.168.115.195,2023/04/21 16:18,https://21.cn,700
1003853,192.168.175.65,xiaojiawei@qq.com,大一,3854,29349,0.1925,192.168.211.85,2023/04/21 17:27,https://93.com,700
1003854,192.168.19.195,xiaojiawei@qq.com,大四,3855,51118,0.8264,192.168.147.247,2023/04/21 17:17,http://98.cn,700
1003855,192.168.162.234,xiaojiawei@qq.com,大一,3856,64633,0.5377,192.168.155.137,2023/04/21 18:20,https://38.cn,700
1003856,192.168.12.205,xiaojiawei@qq.com,大二,3857,64457,0.0816,192.168.200.188,2023/04/21 17:17,https://95.cn,700
1003857,192.168.78.137,xiaojiawei@qq.com,大一,3858,18206,0.2644,192.168.98.118,2023/04/21 17:32,https://38.net,700
1003858,192.168.242.164,xiaojiawei@qq.com,大三,3859,50015,0.6018,192.168.215.169,2023/04/21 18:30,http://46.net,700
1003859,192.168.225.21,xiaojiawei@qq.com,大四,3860,24476,0.8878,192.168.140.116,2023/04/21 18:49,http://46.com,700
1003860,192.168.241.87,xiaojiawei@qq.com,大四,3861,58296,0.4941,192.168.215.9,2023/04/21 16:46,http://7.cn,700
1003861,192.168.255.232,xiaojiawei@qq.com,大三,3862,32669,0.9946,192.168.185.219,2023/04/21 17:12,https://www.38.org,700
1003862,192.168.186.229,xiaojiawei@qq.com,大二,3863,44016,0.5125,192.168.128.19,2023/04/21 18:58,https://www.87.cn,700
1003863,192.168.183.60,xiaojiawei@qq.com,大三,3864,44584,0.8652,192.168.187.17,2023/04/21 18:43,http://35.cn,700
1003864,192.168.91.60,xiaojiawei@qq.com,大四,3865,52396,0.4722,192.168.151.65,2023/04/21 17:05,https://10.net,700
1003865,192.168.152.209,xiaojiawei@qq.com,大四,3866,30789,0.7032,192.168.111.242,2023/04/21 16:07,http://www.82.org,700
1003866,192.168.56.102,xiaojiawei@qq.com,大三,3867,21975,0.9356,192.168.202.148,2023/04/21 17:57,http://71.cn,700
1003867,192.168.125.175,xiaojiawei@qq.com,大三,3868,52120,0.0101,192.168.171.131,2023/04/21 18:27,http://www.80.com,700
1003868,192.168.151.15,xiaojiawei@qq.com,大一,3869,19435,0.5104,192.168.114.24,2023/04/21 17:44,https://www.66.cn,700
1003869,192.168.15.166,xiaojiawei@qq.com,大一,3870,51710,0.5948,192.168.147.212,2023/04/21 18:40,http://42.org,700
1003870,192.168.163.202,xiaojiawei@qq.com,大一,3871,56759,0.6617,192.168.216.89,2023/04/21 17:55,http://29.org,700
1003871,192.168.253.181,xiaojiawei@qq.com,大三,3872,51238,0.8642,192.168.12.156,2023/04/21 17:27,https://7.org,700
1003872,192.168.243.39,xiaojiawei@qq.com,大二,3873,34587,0.7294,192.168.46.212,2023/04/21 18:45,http://www.58.net,700
1003873,192.168.126.80,xiaojiawei@qq.com,大二,3874,61057,0.1325,192.168.52.168,2023/04/21 16:17,https://www.45.net,700
1003874,192.168.83.131,xiaojiawei@qq.com,大二,3875,34536,0.7429,192.168.236.208,2023/04/21 16:53,http://100.cn,700
1003875,192.168.102.136,xiaojiawei@qq.com,大三,3876,37901,0.1661,192.168.207.228,2023/04/21 17:30,http://www.57.cn,700
1003876,192.168.113.21,xiaojiawei@qq.com,大一,3877,13367,0.6376,192.168.158.57,2023/04/21 16:31,https://www.45.com,700
1003877,192.168.200.253,xiaojiawei@qq.com,大一,3878,16004,0.1298,192.168.208.133,2023/04/21 18:55,https://92.org,700
1003878,192.168.48.122,xiaojiawei@qq.com,大四,3879,40164,0.6543,192.168.96.123,2023/04/21 18:41,https://www.53.net,700
1003879,192.168.170.191,xiaojiawei@qq.com,大四,3880,37017,0.9713,192.168.64.204,2023/04/21 18:06,http://7.org,700
1003880,192.168.128.235,xiaojiawei@qq.com,大三,3881,36336,0.0056,192.168.229.249,2023/04/21 16:07,https://www.18.net,700
1003881,192.168.164.34,xiaojiawei@qq.com,大四,3882,53399,0.1119,192.168.234.97,2023/04/21 18:01,https://30.net,700
1003882,192.168.203.228,xiaojiawei@qq.com,大三,3883,26186,0.2065,192.168.255.7,2023/04/21 17:13,https://86.cn,700
1003883,192.168.221.203,xiaojiawei@qq.com,大四,3884,56566,0.7425,192.168.194.94,2023/04/21 16:21,https://www.4.cn,700
1003884,192.168.180.16,xiaojiawei@qq.com,大二,3885,35972,0.0972,192.168.241.180,2023/04/21 18:47,http://www.13.cn,700
1003885,192.168.144.189,xiaojiawei@qq.com,大四,3886,39186,0.4506,192.168.50.159,2023/04/21 17:34,https://2.com,700
1003886,192.168.154.157,xiaojiawei@qq.com,大二,3887,20673,0.9263,192.168.233.220,2023/04/21 18:33,https://99.com,700
1003887,192.168.167.255,xiaojiawei@qq.com,大三,3888,46838,0.8527,192.168.93.0,2023/04/21 17:07,https://55.cn,700
1003888,192.168.28.119,xiaojiawei@qq.com,大四,3889,34739,0.3162,192.168.113.72,2023/04/21 17:22,http://20.cn,700
1003889,192.168.193.121,xiaojiawei@qq.com,大四,3890,20013,0.8188,192.168.66.82,2023/04/21 18:45,http://85.net,700
1003890,192.168.60.196,xiaojiawei@qq.com,大四,3891,37364,0.5714,192.168.153.148,2023/04/21 16:59,https://39.cn,700
1003891,192.168.239.218,xiaojiawei@qq.com,大四,3892,26705,0.6812,192.168.119.251,2023/04/21 17:06,https://www.86.net,700
1003892,192.168.101.109,xiaojiawei@qq.com,大三,3893,54598,0.3843,192.168.38.188,2023/04/21 18:10,http://73.com,700
1003893,192.168.194.15,xiaojiawei@qq.com,大一,3894,29590,0.2226,192.168.227.188,2023/04/21 18:09,http://www.56.cn,700
1003894,192.168.8.15,xiaojiawei@qq.com,大一,3895,45526,0.7316,192.168.55.95,2023/04/21 17:18,https://www.19.net,700
1003895,192.168.212.238,xiaojiawei@qq.com,大三,3896,40672,0.2767,192.168.203.203,2023/04/21 17:36,http://55.org,700
1003896,192.168.78.195,xiaojiawei@qq.com,大一,3897,49610,0.8764,192.168.48.131,2023/04/21 17:17,https://58.net,700
1003897,192.168.213.99,xiaojiawei@qq.com,大四,3898,42047,0.8517,192.168.228.248,2023/04/21 18:52,https://www.16.org,700
1003898,192.168.88.124,xiaojiawei@qq.com,大四,3899,56954,0.3549,192.168.53.64,2023/04/21 17:04,http://www.7.cn,700
1003899,192.168.52.131,xiaojiawei@qq.com,大二,3900,26215,0.045,192.168.192.140,2023/04/21 17:31,http://www.51.org,700
1003900,192.168.90.31,xiaojiawei@qq.com,大二,3901,23582,0.1412,192.168.67.240,2023/04/21 17:15,https://www.92.net,700
1003901,192.168.13.165,xiaojiawei@qq.com,大二,3902,34563,0.7639,192.168.163.15,2023/04/21 16:20,https://53.cn,700
1003902,192.168.19.149,xiaojiawei@qq.com,大三,3903,50068,0.222,192.168.84.106,2023/04/21 18:27,http://12.net,700
1003903,192.168.174.58,xiaojiawei@qq.com,大四,3904,29468,0.4699,192.168.35.66,2023/04/21 16:03,https://www.18.cn,700
1003904,192.168.87.145,xiaojiawei@qq.com,大二,3905,19604,0.0063,192.168.123.240,2023/04/21 18:56,http://38.net,700
1003905,192.168.4.88,xiaojiawei@qq.com,大二,3906,44708,0.8706,192.168.230.57,2023/04/21 17:59,https://www.30.org,700
1003906,192.168.5.221,xiaojiawei@qq.com,大四,3907,36729,0.2011,192.168.97.181,2023/04/21 17:17,http://58.cn,700
1003907,192.168.216.159,xiaojiawei@qq.com,大四,3908,49270,0.8916,192.168.194.209,2023/04/21 18:34,http://41.org,700
1003908,192.168.123.142,xiaojiawei@qq.com,大二,3909,24196,0.8811,192.168.76.107,2023/04/21 18:30,https://www.35.com,700
1003909,192.168.167.152,xiaojiawei@qq.com,大二,3910,23726,0.2979,192.168.31.152,2023/04/21 16:36,http://70.org,700
